match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,winner_01,team_winp_last14,team_avg_bowling_last15,team_avg_balls_faced_last15,team_count_4runs_last15,team_count_6runs_last15,team_avg_strike_rate_last15,team_avg_runs_last15,team_runs_consistency_last15,team_rating,team_avg_win_by_runs_last_n,team_avg_win_by_wickets_last_n,team_weighted_avg_win_amount
9085222,Le,8301,4873028.0:6176246.0:3218291.0:3643870.0:2658431.0:4887336.0:6003584.0:7651657.0:8845850.0:5554142.0:5528116.0,Ne,8987,4003390.0:1749075.0:3651472.0:5516720.0:125915.0:34061.0:130437.0:6019306.0:4420828.0:2083157.0:2295642.0,Le,8301,Le,bat,Tt Be Nm,Nottingham,2022-06-21,day/night match,Vy Bt,2022,251,0.7142857142857143,33.33,146.82142857142858,0,0.8771929824561403,1.0014356213548676,0.8413461538461539,0.7828571428571428,0.8169014084507042,1.023983873069077,1.0736158322290716,1.0024229591156366,0.9849546044098574,0.9176954732510288,1.0217391304347825,0.9293544457978077
9085320,Ye,10618,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,Ne,8917,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,Ye,10618,Ne,field,Cy Gd Nn,Northampton,2022-06-24,day/night match,Vy Bt,2022,1637,1.1,100.0,172.6818181818182,0,0.8771929824561403,1.5968657733363616,1.12012012012012,1.1133333333333333,1.875,1.0641912300499805,1.0990135251377222,1.1103825346993372,1.1549489936586712,2.1901840490797544,0.8076923076923076,1.9477234401349073
9516632,Rl Cs Be,30393,1776627.0:313809.0:7861524.0:2275195.0:7586970.0:210328.0:5972868.0:5490666.0:212029.0:6586824.0:2018001.0:2733380.0,Lw Sr Gs,48334,2436405.0:8058903.0:3299407.0:3479860.0:2275097.0:4230127.0:2970652.0:8228100.0:217762.0:5554142.0:2954769.0:7491385.0,Rl Cs Be,30393,Rl Cs Be,bat,Bt Ra Si Al Bi Ve Ea Ct Sm Lw,Lucknow,2023-05-01,night match,In Pr Le,2023,23498,0.9444444444444444,100.0,146.45,0,0.8904885893705008,0.580637473935061,1.2160318362706084,1.3235294117647058,0.9256198347107438,0.9894814690426583,1.2373004172809274,1.1400508022766336,1.0259107234479221,1.025925925925926,2.4814814814814814,1.1168981481481481
9272689,Sy Ss,33956,7869987.0:1870357.0:3535783.0:41740.0:3063696.0:34061.0:8146998.0:4756982.0:2790675.0:49496.0:8355808.0,Ae Ss,33914,4239038.0:3710090.0:2285051.0:3681957.0:387778.0:8415854.0:7455818.0:2286388.0:6718844.0:5863290.0:3890998.0,Sy Ss,33956,Ae Ss,field,Il Ss Sm Cs Hr,Coffs Harbour,2023-01-17,night match,Bg Bh Le,2022/23,11206,1.6666666666666667,75.0,151.5,0,1.2801960784313726,2.7686313686313686,1.3192064923354374,1.4684684684684686,1.0769230769230769,0.991481157986203,1.1427372013651877,1.1905419924180038,1.0525817148270962,1.142857142857143,1.6875,1.1868686868686869
9639125,An,293,6818622.0:5554212.0:6450576.0:181404.0:3668356.0:5736016.0:5554282.0:5554254.0:6818776.0:6819238.0:6817628.0,Bh,188,3758565.0:6551978.0:4403419.0:6930230.0:393014.0:8127321.0:4403454.0:6486416.0:2316327.0:2436356.0:3769555.0,Bh,188,Bh,field,St Il Ct Sm,Sylhet,2023-07-16,day/night match,An tr of Bh,2023,10961,2.0,50.0,162.4090909090909,1,1.0,1.036307920884019,1.214207650273224,1.1428571428571428,2.9565217391304346,1.1465289768104525,1.3104140777560804,1.1787743197671505,1.1292569659442726,1.7276422764227644,0.6538461538461539,1.5950118764845604
9433696,Ex,7258,4489974.0:6065548.0:5406064.0:6364588.0:5788320.0:5436878.0:7671306.0:3030733.0:8044490.0:7688848.0:6258734.0,He,7727,4223883.0:2076192.0:8822729.0:5241564.0:2020332.0:3162487.0:1482249.0:1482998.0:2173688.0:5788418.0:8833075.0,He,7727,He,field,Te Re Bl Sn,Southampton,2023-06-23,day/night match,Vy Bt,2023,8301,1.0833333333333333,25.0,146.2,1,0.8205353776548953,0.8982996811902234,0.8386167146974063,0.9473684210526315,0.8369565217391305,1.0702929503353733,0.994227994227994,0.8629788022941971,0.8665080051925574,0.5653061224489795,1.1864406779661016,0.6114609571788413
9657059,Ra,1350,8058805.0:8089192.0:8089276.0:8058812.0:8964668.0:8913876.0:8058798.0:8089206.0:8964710.0:8058840.0:8913897.0,Ua,251,1634709.0:3719197.0:9663968.0:7906968.0:5120674.0:8246440.0:8246419.0:8964843.0:182986.0:7753549.0:2943443.0,Ua,251,Ra,bat,Ga Cb Gd Ni,Nairobi,2023-06-11,day match,Ua tr of Ka,2023,4913,0.5,0.0,132.0,1,0.013157894736842105,0.00590318772136954,0.015625,0.09090909090909091,0.3333333333333333,0.009627109941595532,0.028846153846153848,0.029652087277037813,0.9458472771524187,0.2631578947368421,0.36585365853658536,0.2964426877470356
9457468,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2804122.0:5736100.0:393182.0:2820957.0:7084972.0:6149268.0:4403468.0:351448.0,Ca Vs,40298,3758565.0:2263736.0:1965151.0:2331475.0:5771800.0:5017144.0:3850944.0:3850972.0:6528668.0:6931168.0:4769148.0,Ca Vs,40298,Cm Cs,bat,Zr Ad Cy Sm Cm,Chattogram,2023-01-16,night match,Bh Pr Le,2022/23,13530,0.8888888888888888,0.0,157.16666666666666,1,0.9245098039215686,0.582102908277405,0.5355191256830601,0.4652777777777778,0.42857142857142855,0.7396511787130874,0.9101227742092853,1.0899068782184604,0.8994838359141537,0.3641025641025641,1.0322580645161292,0.42812982998454413
9866373,Oo,18360,2319638.0:8444855.0:4172706.0:7907444.0:6317142.0:7918280.0:8354716.0:7907479.0:3490150.0:7213856.0:4195827.0,Wn,18570,9036516.0:8271969.0:3913447.0:9523954.0:8354786.0:6718410.0:7907486.0:3083667.0:4950294.0:4950266.0:4195708.0,Wn,18570,Oo,bat,Mx Pk Aa,Alexandra,2023-12-28,day/night match,Sr Sh,2023/24,5382,0.8,0.0,,1,0.5798039215686275,0.12168074066537797,0.815267175572519,0.8641975308641975,0.7407407407407407,1.0346941991992786,0.9154204219074972,0.9816720140358808,0.8301404853128991,0.23045267489711935,0.31578947368421056,0.24517593643586832
9680264,Da Aa,47508,5490596.0:4403531.0:4403545.0:4223883.0:3260564.0:2335381.0:4769148.0:4771780.0:5047300.0:4403573.0:8277716.0,Co Ss,47487,7200598.0:2437021.0:3008291.0:7520344.0:2104416.0:3364234.0:2437049.0:4365878.0:8106629.0:8363578.0:2590293.0,Da Aa,47508,Da Aa,bat,R Pa Sm Co,Colombo,2023-08-12,night match,La Pr Le,2023,7041,1.7,80.0,137.8,0,1.1627906976744187,0.930411206507004,1.1181154611811546,1.1461988304093567,1.78,1.2107587111838085,1.4017116497390039,1.2720964623170063,0.9835554295435215,0.8581560283687942,1.0285714285714287,0.8823529411764705
9352356,Ed,20,2082044.0:6282856.0:1655436.0:6381962.0:62432.0:2162782.0:2827327.0:4640824.0:1711492.0:4174932.0:7276380.0,Nw Zd,48,6718326.0:2653993.0:4381761.0:5764576.0:3069954.0:2672214.0:3519011.0:3156033.0:3913475.0:1626561.0:3456424.0,Ed,20,Ed,bat,Od Td Mr,Manchester,2023-09-01,night match,Nw Zd tr of Ed,2023,538,1.5714285714285714,50.0,149.06666666666666,0,1.2457860337117304,1.1251448435689455,1.1981885988279168,1.4421052631578948,1.4339622641509433,1.1245459434571865,1.3448106233986248,1.2752108417695476,0.8990318118948825,0.6899841017488076,1.528571428571429,0.747903305377405
9433598,Ne,8917,4873700.0:8040164.0:2286472.0:6640178.0:4645304.0:2157770.0:3216569.0:3648203.0:3636821.0:2082387.0:8040136.0,Ye,10618,1762060.0:1655436.0:8033304.0:1637320.0:8050160.0:3620742.0:1547993.0:7651657.0:5367676.0:4527942.0:8070915.0,Ne,8917,Ne,bat,Hy Ls,Leeds,2023-06-20,day match,Vy Bt,2023,1266,0.9166666666666666,0.0,169.8,0,0.7811303415530708,1.61,0.9405940594059405,1.0,0.88,0.9163896258735512,0.9197430329352153,1.0016902355274946,0.836383207750269,0.48296593186372744,1.1228070175438596,0.5282433271260086
9432989,Bm Bs,10366,2124002.0:7681869.0:3612286.0:3890963.0:8210789.0:8044112.0:1730658.0:7184666.0:2170762.0:3245689.0:2855138.0,Ye,10618,1762060.0:1655436.0:2082044.0:1637320.0:6095508.0:8050160.0:7651657.0:5367676.0:4527942.0:8070915.0:8027396.0,Bm Bs,10366,Ye,field,En Bm,Birmingham,2023-05-20,day/night match,Vy Bt,2023,1161,0.8,50.0,148.96666666666667,0,1.14,1.5138650306748467,0.9601648351648352,0.8994974874371859,0.9411764705882353,0.9805647202122735,0.9141373566270419,1.00565938529259,0.9266788487894015,0.7404761904761905,1.0714285714285714,0.7611607142857144
9027381,Ad,17583,1945390.0:5764576.0:4949776.0:7873984.0:3935854.0:3913440.0:8765154.0:3456424.0:270262.0:8354835.0:7878765.0,Cy,17653,2659243.0:4381747.0:4381705.0:3682160.0:3834361.0:8706179.0:6739830.0:1495731.0:4136404.0:8482788.0:3834319.0,Cy,17653,Cy,field,En Pk Ad,Auckland,2022-01-07,day/night match,Sr Sh,2021/22,1994,0.75,0.0,108.5,1,0.7339181286549707,1.0255117629086465,0.927637314734089,0.6788321167883211,1.0461538461538462,0.9783307089728548,0.9894882312295094,1.0390721587202543,1.0213996529786005,1.4230769230769231,0.48214285714285715,1.1745283018867925
9271765,Ky Fs,47480,5506486.0:4403538.0:5490624.0:6710850.0:3668356.0:5490666.0:4690104.0:4365878.0:8136659.0:6401982.0:2691688.0,Da Aa,47508,7787772.0:8363221.0:2097017.0:2398346.0:3061225.0:8520105.0:8464343.0:8277716.0:5548318.0:8067037.0:5786836.0,Ky Fs,47480,Ky Fs,bat,R Pa Sm Co,Colombo,2022-12-18,night match,La Pr Le,2022/23,7041,0.7142857142857143,66.67,129.93333333333334,0,1.1952191235059761,1.5772742093250733,1.0526315789473684,0.8777777777777778,0.9090909090909091,0.9588029194163902,0.777771430530008,0.9287428690944584,1.1008279124778237,1.9705882352941178,2.047619047619048,1.9798850574712639
9076815,Mr Gp Da,40452,2939124.0:393371.0:6930580.0:392188.0:1934099.0:391621.0:2820957.0:2296195.0:393889.0:2104346.0:6526498.0,Ka Ts,42573,6930174.0:363047.0:2104332.0:392216.0:4403426.0:1634611.0:5831622.0:391271.0:392979.0:5554142.0:2630081.0,Ka Ts,42573,Ka Ts,field,Se Ba Nl Sm Mr,Dhaka,2022-01-21,night match,Bh Pr Le,2021/22,14188,0.6,0.0,112.8846153846154,1,1.0,0.41408969895556,1.3146374829001368,1.1904761904761905,0.975,0.9982100876209493,1.290700941143419,0.9506528060525836,1.0,1.0,1.0,1.0
9331097,Ga,12389,5785492.0:4944400.0:8041445.0:5699700.0:7586970.0:2956407.0:3509428.0:8422987.0:2034479.0:5062462.0:5758766.0:5758780.0,Di,12046,5636658.0:6785666.0:9047499.0:7861524.0:4231702.0:8058903.0:6511336.0:8149315.0:4901182.0:7581244.0:6619794.0:9047954.0,Di,12046,Di,field,Si Mh Sm Jr,Jaipur,2022-10-20,day match,Sd Mq Ai Ty,2022/23,4661,0.14285714285714285,0.0,127.9,1,0.7449180327868852,2.0151658767772513,0.23386243386243386,0.19047619047619047,0.22580645161290322,0.7786508447206574,0.7515581638687957,1.0409730218745386,0.8531559728742828,0.24596774193548387,0.9642857142857143,0.29624999999999996
9290966,Ia,55,2954769.0:1776627.0:3125562.0:6521080.0:3479860.0:210328.0:3882850.0:184960.0:3130840.0:2282125.0:7881845.0,An,293,5554212.0:6818622.0:6450576.0:5554282.0:3668356.0:181404.0:5736016.0:5554254.0:6818776.0:3976965.0:6819238.0,Ia,55,An,field,Di Il Ct Sm,Dubai,2022-09-08,night match,Ia tr of Ud Ab Es,2022,17086,2.857142857142857,100.0,145.13333333333333,0,1.4886000911992705,0.46563636363636357,2.211891891891892,2.6931818181818183,2.020408163265306,1.2018761765701695,1.3970566047225086,1.3186675729236306,1.1104238258877435,1.2917647058823531,2.964285714285714,1.3621337340345605
9051055,Mn Ss,44904,1637320.0:2263736.0:302875.0:2231928.0:6249256.0:5017144.0:2157770.0:2214554.0:8427978.0:284339.0:8109779.0,Qa Gs,40592,2437035.0:7694581.0:3651472.0:1594333.0:7881866.0:3364234.0:2437049.0:1893401.0:302868.0:8106629.0:8106713.0,Mn Ss,44904,Qa Gs,field,Nl Sm Ki,Karachi,2022-01-31,night match,Pn Sr Le,2021/22,3422,2.142857142857143,50.0,169.46666666666667,0,2.4053846153846155,1.155629139072848,1.5246053853296193,1.5691056910569106,1.8620689655172413,1.1270155761534415,1.2177689768976898,1.180577936136047,1.230508474576271,5.363636363636364,1.6086956521739133,4.545023696682464
9272437,Sy Tr,33963,1749075.0:7572123.0:2231928.0:7534652.0:5788320.0:2335381.0:5497274.0:5509524.0:3497633.0:6521234.0:6819238.0,Ae Ss,33914,5469008.0:4239038.0:2286472.0:3681957.0:387778.0:8415854.0:4992378.0:5554254.0:6718844.0:5863290.0:55299.0,Ae Ss,33914,Sy Tr,bat,Ae Ol,Adelaide,2022-12-20,night match,Bg Bh Le,2022/23,930,1.5555555555555556,40.0,155.96666666666667,1,1.0,1.1573450916686006,0.8668496911461908,0.99375,1.1571428571428573,1.140206930499487,1.0412530809881804,1.1945308713870602,0.8934699714013348,0.5961538461538461,0.9142857142857144,0.6153184165232358
9489444,Ln St,46773,4655384.0:3200973.0:4489974.0:1611364.0:2672214.0:74087.0:5436878.0:1482998.0:5367676.0:5788418.0:3901099.0,Wh Fe,46752,4421689.0:2082044.0:4003390.0:2450895.0:3239102.0:5764576.0:2157770.0:334963.0:3546297.0:3456424.0:2538983.0,Wh Fe,46752,Ln St,bat,Sa Gs Cf,Cardiff,2023-08-20,night match,Te Hd Ms Cn,2023,4521,0.8095238095238095,0.0,151.1,1,1.483260060872506,0.881920154384272,1.163098878695209,1.167381974248927,0.9642857142857143,0.985375824816176,0.9961019392033542,0.8931387791819518,1.0452994104871238,2.0638297872340425,0.9166666666666667,1.7724867724867726
9176320,Nw Zd,48,1585457.0:6718326.0:3083632.0:2672214.0:5764576.0:2486896.0:3519011.0:3913475.0:3456424.0:6718396.0:5984376.0,Ns,118,1635997.0:4502392.0:7253350.0:1539208.0:7891232.0:7905309.0:3083667.0:8354849.0:4164985.0:8947777.0:8404325.0,Nw Zd,48,Nw Zd,bat,Sk Wt Te He,The Hague,2022-08-04,day/night match,Nw Zd tr of Ns,2022,17765,2.8,0.0,,0,1.9018351296242357,3.753835585069842,3.409090909090909,3.0153846153846153,7.0,0.9513589491235709,1.2217740591353046,1.112917370743616,1.538731271915843,37.666666666666664,1.6896551724137931,17.40776699029126
9388483,Ad,17583,1945390.0:8765154.0:8144184.0:3935854.0:4949776.0:3913440.0:6718438.0:5560190.0:7565697.0:8354835.0:7878765.0,Cl Ds,17744,8212917.0:3558316.0:3834256.0:3083632.0:8354800.0:4950364.0:8447396.0:8435699.0:4170494.0:9475766.0:6496118.0,Cl Ds,17744,Cl Ds,field,En Pk Or Ol Ad,Auckland,2023-01-14,day match,Sr Sh,2022/23,5081,0.8,66.67,133.22222222222223,1,0.7198039215686275,1.5360341151385932,0.994291151284491,0.7761194029850746,0.8333333333333334,0.9323400871370535,0.7329466680886322,0.7920402389868313,0.9632852869186836,0.766839378238342,1.0,0.7900466562986003
9290609,Pn,62,2263736.0:2437021.0:8180570.0:1637320.0:3364234.0:2437049.0:5017144.0:8106629.0:2437077.0:8131255.0:8427978.0,Ed,20,4685568.0:1749075.0:1655436.0:3651472.0:6381962.0:62432.0:4640824.0:2157770.0:1711492.0:4012203.0:3312350.0,Ed,20,Ed,field,Nl Sm Ki,Karachi,2022-09-20,night match,Ed tr of Pn,2022,3422,1.375,33.33,172.86666666666667,1,1.1229790161678708,0.6437019093758906,1.1274859765425804,1.012396694214876,0.8990825688073395,0.8776107809034926,1.1072697622521672,1.2301859618380586,1.016599597585513,1.0447761194029852,1.2173913043478262,1.070063694267516
9407614,Pa Cs,48929,4685568.0:6282856.0:2231928.0:3406717.0:3747764.0:4167855.0:2486896.0:1858961.0:4888414.0:1711492.0:3373866.0,Ss En Ce,48943,1963443.0:2269833.0:7787772.0:4203499.0:4171859.0:3239102.0:3162487.0:4874820.0:2658445.0:4626236.0:3747484.0,Pa Cs,48929,Ss En Ce,field,St Gs Pk Ga,Gqeberha,2023-01-12,day/night match,S0,2022/23,1224,0.9166666666666666,0.0,140.26666666666668,0,1.0,0.839261335057843,0.9463655610444601,1.2026143790849673,0.9571428571428572,1.0422574470821946,0.9131302465550922,1.0068331288351593,1.0,1.0,1.0,1.0
9823057,Ud Ab Es,202,8688952.0:7990828.0:8250115.0:2206637.0:8127279.0:8463783.0:8489816.0:8688973.0:4767482.0:2691688.0:9471244.0,Nl,237,5563004.0:7409611.0:4908518.0:7993551.0:7507429.0:5562962.0:8776767.0:5604738.0:8127167.0:8296644.0:7409569.0,Nl,237,Nl,field,Mi Ct Gd,Kathmandu,2023-10-23,day match,Ud Ab Es tr of Nl,2023/24,24044,2.0,66.67,146.5,1,0.7183098591549296,1.536261147568568,0.888,0.9333333333333333,4.5,1.3635694202704511,1.2647058823529413,1.6409098389759251,1.1964285714285714,5.129629629629629,0.8148148148148149,3.4037037037037035
9516730,Mi Is,30435,5043310.0:238727.0:3125562.0:8058924.0:5126064.0:6249256.0:7537004.0:2022957.0:230775.0:1907352.0:8118914.0:8442286.0,Gt Ts,48341,1958683.0:7491224.0:4377610.0:3339160.0:2252452.0:5452754.0:2966879.0:5554254.0:8277716.0:4690230.0:3373285.0:3759846.0,Mi Is,30435,Gt Ts,field,We Sm Mi,Mumbai,2023-05-12,night match,In Pr Le,2023,5004,1.1333333333333333,100.0,171.7,0,0.671772093735641,0.49820184311081134,0.720112517580872,0.7925311203319502,1.0560747663551402,1.161078268315576,1.0191221503912895,0.9999333110747208,0.9173994138022914,0.4974874371859296,0.9180327868852459,0.5688456189151598
