,team_count_50runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,team_winp_last14,team_avg_bowling_last15,team_avg_balls_faced_last15,team_count_4runs_last15,team_count_6runs_last15,team_avg_strike_rate_last15,team_avg_runs_last15,team_runs_consistency_last15,team_rating,team_avg_win_by_runs_last_n,team_avg_win_by_wickets_last_n,team_weighted_avg_win_amount,toss_winner_01,toss_decision_01,boundary_percentage,strike_rate_consistency,avg_wicket_count,avg_economy,avg_maiden
10,0.9375,33.33,164.4666667,0.836981304,1.03194671,0.6875,0.853881279,0.841666667,1.102499469,1.255583807,1.02499873,0.875842405,0.351239669,0.918367347,0.41868932,1,0,1.041882546,1.019295049,0.652631579,0.966100577,1.008700038
11,1.0,0.0,159.1071429,0.877192982,0.282122352,0.845300642,1.015228426,0.905982906,1.129547215,1.292783532,1.094202315,0.904676719,0.458181818,2.37037037,0.575654152,0,1,1.041105469,0.838282094,0.517241379,1.09094331,0.995968992
12,1.307692308,100.0,183.625,1.778534459,1.455582074,1.079051383,1.198863636,1.28125,1.006152003,1.037329966,1.044408913,1.100470958,5.842105263,1.468085106,3.119205298,1,0,1.051508853,1.272551643,1.098591549,0.962269104,1.006441834
13,0.714285714,33.33,146.8214286,0.877192982,1.001435621,0.841346154,0.782857143,0.816901408,1.023983873,1.073615832,1.002422959,0.984954604,0.917695473,1.02173913,0.929354446,0,1,0.965745947,0.856858196,0.948979592,0.971687398,1.0125
14,1.1,100.0,172.6818182,0.877192982,1.596865773,1.12012012,1.113333333,1.875,1.06419123,1.099013525,1.110382535,1.154948994,2.190184049,0.807692308,1.94772344,1,0,1.041096973,1.06362928,1.126760563,0.933874212,0.998574945
15,0.944444444,100.0,146.45,0.890488589,0.580637474,1.216031836,1.323529412,0.925619835,0.989481469,1.237300417,1.140050802,1.025910723,1.025925926,2.481481481,1.116898148,0,1,0.998051629,0.912779466,0.674796748,1.052495823,1.021013809
16,1.666666667,75.0,151.5,1.280196078,2.768631369,1.319206492,1.468468468,1.076923077,0.991481158,1.142737201,1.190541992,1.052581715,1.142857143,1.6875,1.186868687,1,0,0.994508953,1.338354407,1.515625,0.912857295,1.032967033
17,2.0,50.0,162.4090909,1.0,1.036307921,1.21420765,1.142857143,2.956521739,1.146528977,1.310414078,1.17877432,1.129256966,1.727642276,0.653846154,1.595011876,1,0,1.014881861,0.992137896,1.166666667,1.011151302,1.020289855
18,1.083333333,25.0,146.2,0.820535378,0.898299681,0.838616715,0.947368421,0.836956522,1.07029295,0.994227994,0.862978802,0.866508005,0.565306122,1.186440678,0.611460957,1,0,1.033810351,1.010200201,1.012345679,1.052045785,1.011904762
19,0.5,0.0,132.0,0.013157895,0.005903188,0.015625,0.090909091,0.333333333,0.00962711,0.028846154,0.029652087,0.945847277,0.263157895,0.365853659,0.296442688,0,1,0.638148668,0.016491175,0.090909091,0.11774945,0.851851852
20,0.888888889,0.0,157.1666667,0.924509804,0.582102908,0.535519126,0.465277778,0.428571429,0.739651179,0.910122774,1.089906878,0.899483836,0.364102564,1.032258065,0.42812983,0,1,0.995831509,0.721527828,0.649122807,1.102169698,0.959016393
21,0.8,0.0,0.0,0.579803922,0.121680741,0.815267176,0.864197531,0.740740741,1.034694199,0.915420422,0.981672014,0.830140485,0.230452675,0.315789474,0.245175936,0,1,1.003101481,0.970147238,0.587301587,1.184013413,0.945454545
22,1.7,80.0,137.8,1.162790698,0.930411207,1.118115461,1.14619883,1.78,1.210758711,1.40171165,1.272096462,0.98355543,0.858156028,1.028571429,0.882352941,0,1,1.022751438,1.149781643,0.8,0.946531727,1.069672131
23,1.571428571,50.0,149.0666667,1.245786034,1.125144844,1.198188599,1.442105263,1.433962264,1.124545943,1.344810623,1.275210842,0.899031812,0.689984102,1.528571429,0.747903305,0,1,1.015620961,0.894479861,0.95412844,0.992421826,0.976230492
24,0.916666667,0.0,169.8,0.781130342,1.61,0.940594059,1.0,0.88,0.916389626,0.919743033,1.001690236,0.836383208,0.482965932,1.122807018,0.528243327,0,1,0.988140063,0.988034682,1.079545455,0.999837759,1.016244314
25,0.8,50.0,148.9666667,1.14,1.513865031,0.960164835,0.899497487,0.941176471,0.98056472,0.914137357,1.005659385,0.926678849,0.74047619,1.071428571,0.761160714,1,0,0.977939384,1.031230816,1.372881356,0.935098892,1.003643253
26,0.75,0.0,108.5,0.733918129,1.025511763,0.927637315,0.678832117,1.046153846,0.978330709,0.989488231,1.039072159,1.021399653,1.423076923,0.482142857,1.174528302,1,0,0.985812126,0.937331904,0.825396825,0.99065044,1.016666667
27,0.714285714,66.67,129.9333333,1.195219124,1.577274209,1.052631579,0.877777778,0.909090909,0.958802919,0.777771431,0.928742869,1.100827912,1.970588235,2.047619048,1.979885057,0,1,0.944462417,0.898059941,1.780487805,1.002898136,0.975445852
28,0.6,0.0,112.8846154,1.0,0.414089699,1.314637483,1.19047619,0.975,0.998210088,1.290700941,0.950652806,1.0,1.0,1.0,1.0,1,0,0.960787763,0.740314475,1.026315789,1.124772164,1.023255814
29,0.142857143,0.0,127.9,0.744918033,2.015165877,0.233862434,0.19047619,0.225806452,0.778650845,0.751558164,1.040973022,0.853155973,0.245967742,0.964285714,0.29625,1,0,0.974022164,0.958114174,0.6875,0.872413579,1.175115207
30,2.857142857,100.0,145.1333333,1.488600091,0.465636364,2.211891892,2.693181818,2.020408163,1.201876177,1.397056605,1.318667573,1.110423826,1.291764706,2.964285714,1.362133734,1,0,1.010252401,0.868968177,0.825,1.078622432,0.998810939
31,2.142857143,50.0,169.4666667,2.405384615,1.155629139,1.524605385,1.569105691,1.862068966,1.127015576,1.217768977,1.180577936,1.230508475,5.363636364,1.608695652,4.545023697,1,0,1.017316728,0.960790644,0.868852459,0.90614951,1.038011696
32,1.555555556,40.0,155.9666667,1.0,1.157345092,0.866849691,0.99375,1.157142857,1.14020693,1.041253081,1.194530871,0.893469971,0.596153846,0.914285714,0.615318417,0,1,1.036073306,1.085151532,1.178082192,0.967752761,0.983491394
33,0.80952381,0.0,151.1,1.483260061,0.881920154,1.163098879,1.167381974,0.964285714,0.985375825,0.996101939,0.893138779,1.04529941,2.063829787,0.916666667,1.772486772,0,1,1.008350191,1.029303571,1.040983607,1.035363988,0.995412844
34,2.8,0.0,0.0,1.90183513,3.753835585,3.409090909,3.015384615,7.0,0.951358949,1.221774059,1.112917371,1.538731272,37.66666667,1.689655172,17.40776699,0,1,1.02445135,0.960765574,4.642857143,1.051291121,0.970921335
35,0.8,66.67,133.2222222,0.719803922,1.536034115,0.994291151,0.776119403,0.833333333,0.932340087,0.732946668,0.792040239,0.963285287,0.766839378,1.0,0.790046656,1,0,0.946265215,0.985354308,1.658536585,1.052370584,1.013888889
36,1.375,33.33,172.8666667,1.122979016,0.643701909,1.127485977,1.012396694,0.899082569,0.877610781,1.107269762,1.230185962,1.016599598,1.044776119,1.217391304,1.070063694,1,0,0.952902326,0.907392921,0.780952381,1.026823011,0.990247562
37,0.916666667,0.0,140.2666667,1.0,0.839261335,0.946365561,1.202614379,0.957142857,1.042257447,0.913130247,1.006833129,1.0,1.0,1.0,1.0,1,0,1.01271188,0.0,0.851485149,1.016372659,1.022634508
38,2.0,66.67,146.5,0.718309859,1.536261148,0.888,0.933333333,4.5,1.36356942,1.264705882,1.640909839,1.196428571,5.12962963,0.814814815,3.403703704,1,0,1.018880351,1.126783355,1.851851852,1.050607294,0.981104651
39,1.133333333,100.0,171.7,0.671772094,0.498201843,0.720112518,0.79253112,1.056074766,1.161078268,1.01912215,0.999933311,0.917399414,0.497487437,0.918032787,0.568845619,1,0,1.041444606,1.18152004,0.672131148,1.037899925,0.996792302
40,3.0,100.0,160.3333333,1.325581395,0.533113674,1.163170163,1.242857143,2.088888889,1.087617795,1.312097502,1.214054884,1.486492948,2.954954955,1.546666667,2.771105309,1,0,1.054163826,1.124235326,0.803921569,1.057391664,1.042553191
41,0.916666667,100.0,157.8333333,1.325581395,1.273768844,0.899658703,0.938356164,0.846153846,0.996381082,0.988655604,0.974759077,0.981324278,0.702702703,2.178571429,0.868,1,0,0.994202347,1.017969953,1.263157895,0.976161807,0.999851279
42,0.941176471,0.0,151.2,1.0,2.432709233,0.85245098,0.961206897,1.247524752,1.217261066,0.869807195,0.854509243,1.247317322,2.456896552,0.75,2.1,0,1,1.048184886,0.0,1.5125,0.918515675,1.023559322
43,3.25,50.0,154.6666667,0.877192982,2.141412098,1.737297297,1.81443299,2.341463415,1.069255262,1.15056386,1.317272977,1.010088878,1.054380665,0.911764706,1.037201063,0,1,1.048405914,1.262345926,1.711864407,1.037131937,0.985074627
44,0.461538462,0.0,137.5555556,1.0,1.426840634,0.848910752,0.684782609,1.052631579,0.973704373,0.743582173,0.737397266,0.980540227,0.767676768,1.017857143,0.836185819,1,0,1.00690095,1.170099477,1.283783784,0.9416482,1.008780332
45,0.916666667,80.0,149.3928571,1.973031871,3.815680545,1.177332305,1.120805369,0.802631579,0.893103607,1.069765216,1.120030408,1.17433291,1.702508961,2.53125,1.761376249,0,1,0.95223828,1.112705558,1.745762712,0.834878396,1.018064911
46,0.8,0.0,122.75,1.490196078,1.232041969,0.898243489,0.848623853,0.915662651,1.011297683,0.824757538,0.779471426,1.016809388,1.52,1.318181818,1.445378151,0,1,1.02609027,1.053370166,1.182926829,1.032639557,1.037756203
47,2.666666667,100.0,158.4230769,3.335513407,0.758223684,1.298480786,1.322834646,1.533333333,0.909679868,1.02532171,1.247005439,1.053566548,1.259067358,2.0,1.3136,1,0,1.035441733,0.888716715,0.659793814,0.967734297,1.0
48,2.0,0.0,137.1666667,1.0,0.284030506,0.980046048,1.401960784,0.881578947,1.038104042,1.408407537,1.56868266,1.149253731,7.434782609,1.565217391,5.086956522,1,0,0.991562084,1.084504797,0.432835821,0.922294773,0.983091787
49,0.875,0.0,149.6,0.576271186,1.465660154,0.656944444,0.646666667,0.797101449,0.965432658,1.01463046,1.074155889,0.950523865,0.461538462,0.977777778,0.577114428,1,0,1.024127325,0.900671959,1.205882353,0.940751267,0.970615965
50,3.0,50.0,159.6818182,0.719803922,0.612734717,1.064655172,1.208333333,1.017857143,0.943637024,1.462986198,1.478892267,0.960584344,0.726744186,0.974358974,0.759259259,0,1,1.013677699,1.049397476,0.728395062,1.038213332,0.976744186
51,0.75,0.0,164.5,0.33990099,1.679654614,0.979972376,0.831683168,0.987179487,0.881041167,1.106626295,1.082403822,0.99339207,0.815789474,1.0,0.854166667,1,0,0.998319846,0.83551035,1.068965517,0.936357714,0.96038961
52,1.375,66.67,168.4,0.877192982,1.008701537,1.365853659,1.451851852,1.206896552,0.99088875,1.022621367,1.090739957,1.016284234,1.088737201,0.914285714,1.064769382,0,1,0.994481691,1.060391736,1.042553191,0.994699436,1.049186992
53,1.222222222,0.0,135.9666667,0.835313113,0.894987174,1.221296847,1.356725146,1.561403509,1.040102434,1.049706775,1.100784006,1.06205813,1.360730594,1.0,1.301910828,1,0,1.048103041,0.996654914,0.981481481,1.01306855,0.989010989
54,0.571428571,50.0,140.0,0.890488589,1.248189598,0.682375726,0.7,0.641975309,0.900606646,0.8288124,0.868640846,0.779547901,0.298597194,1.228070175,0.364369957,1,0,0.992073178,0.936685205,0.977011494,1.021229313,0.968421053
55,1.25,66.67,170.9,1.194769817,0.850044897,0.986875,0.929411765,1.173469388,1.123146995,1.071820473,1.182606542,1.01247338,0.950819672,1.714285714,1.162055336,0,1,1.017766056,1.171896629,0.910447761,0.962893641,1.022905983
56,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1.0,1.0
57,1.0,0.0,130.4615385,0.15295082,0.841324201,2.692307692,1.666666667,0.8,0.665000446,1.076023392,1.326720565,0.892602114,0.111111111,0.741935484,0.194860814,1,0,0.84168956,1.129395136,0.8,0.876660188,0.846153846
58,0.363636364,75.0,146.4,1.218716496,1.258216319,0.646325459,0.603896104,0.471910112,0.874046139,0.663159203,0.746994105,0.955342001,0.573770492,0.985507246,0.686507937,1,0,0.971487202,0.85525861,1.131313131,0.959004899,0.988235294
59,1.090909091,0.0,163.5714286,0.836981304,0.668932956,1.085862324,0.987179487,0.535353535,0.921667016,1.138000434,1.102455077,0.833931563,0.350140056,1.027027027,0.393886463,1,0,0.92474043,0.857873392,0.90625,1.019457582,0.973684211
60,0.15,0.0,158.0,0.299803922,0.716534155,0.506784969,0.35426009,0.302325581,0.754778955,0.463603287,0.510844347,0.877603557,0.606413994,0.438095238,0.577885391,0,1,0.998783825,1.126411857,0.791208791,1.014702643,1.032226201
61,0.166666667,0.0,145.4583333,1.737186103,0.982836174,0.848525469,0.654761905,1.0,0.894956166,0.835616438,0.807228576,1.046026388,1.62295082,1.857142857,1.666666667,1,0,1.021691635,1.128935324,1.0,0.951901637,0.990929705
62,0.5,0.0,157.0,1.195219124,1.398496241,0.631762653,0.740740741,0.583333333,0.867828639,0.641534009,0.811933439,0.995144158,0.915492958,1.041666667,0.938697318,0,1,1.003290001,1.215433973,1.379310345,0.87353369,0.987244898
63,2.5,50.0,142.9,1.325581395,1.91501922,1.842652796,2.928571429,2.358974359,1.310788405,1.26529199,1.068178302,1.196519652,3.942028986,1.5,3.190635452,0,1,1.015112641,1.00232546,1.969230769,1.039769279,1.041322314
64,0.111111111,0.0,143.5,0.33990099,1.225531278,0.568932039,0.523364486,0.350877193,0.809698677,0.65047619,0.656159345,0.995528585,1.0,0.730769231,0.855670103,1,0,0.966019444,0.730541292,1.020833333,0.882897513,1.01754386
65,0.333333333,100.0,144.0714286,1.64588704,2.001955034,0.72962963,0.925,0.620689655,1.232724226,0.907250471,0.644861508,1.138083228,7.545454545,1.083333333,4.173913043,1,0,0.991195421,1.179719518,1.3,0.863229155,1.022080964
66,1.777777778,100.0,150.0,2.486153846,1.294509151,1.479928635,1.675,1.147540984,0.963224575,1.19264816,1.257137376,1.028535591,1.297297297,2.318181818,1.587096774,1,0,0.982478892,0.751305843,1.345454545,0.99785218,1.040540541
67,1.0,0.0,134.0,67.67,3.145114943,1.0,1.0,1.0,1.0,1.0,1.0,1.008362818,1.266666667,1.466666667,1.346666667,0,1,0.933672767,0.468828388,1.5,0.7715311,1.125
68,2.0,66.67,168.625,2.167529284,2.3877711,1.522703273,1.467889908,1.589285714,1.094623493,1.159140565,1.219194744,1.283878862,6.6,1.057142857,4.94893617,0,1,0.989280878,1.045288847,1.145833333,0.889122182,1.024578846
69,1.136363636,60.0,154.6666667,1.0,1.33914679,1.025099075,1.010676157,0.85,0.907347824,1.040947382,1.113917228,1.211061947,1.709677419,1.163043478,1.641991925,1,0,1.004447979,0.0,0.990291262,0.963478248,1.025060386
70,1.615384615,0.0,182.0,2.070280577,1.106353814,1.535221496,1.305882353,1.186046512,0.929808311,1.093970474,1.135419613,0.94484198,0.3375,0.675,0.421875,1,0,0.953397778,0.905684852,1.107526882,1.005478465,1.01877551
71,0.666666667,66.67,137.1785714,0.671772094,0.868121842,0.818589744,0.556097561,0.631067961,0.771433793,0.815514564,0.941023801,1.180264609,2.506329114,0.5,2.101010101,1,0,0.936045052,0.978161757,1.009009009,1.038792297,0.983775811
72,1.0,0.0,164.3666667,0.877192982,0.739152592,0.940335306,0.943231441,0.532786885,1.022945461,0.98761119,0.78984918,1.001964637,1.112781955,0.707692308,1.013232514,1,0,0.981492402,0.855160423,0.701754386,1.032451266,1.029177114
73,1.583333333,50.0,152.8571429,1.651390789,1.703423968,0.973110096,1.170616114,0.63583815,0.950714309,1.214737949,1.276052098,1.66442953,5.046153846,2.018867925,4.581765557,0,1,0.981005004,0.0,1.204819277,0.971459151,0.981308411
74,1.166666667,100.0,148.6,0.835313113,0.616392243,0.793259883,0.883211679,1.15,1.041863659,1.138211382,1.171828182,1.104434072,2.269230769,0.536585366,1.908629442,1,0,1.024922036,0.0,0.966666667,1.046644533,0.963585434
75,1.0,100.0,148.9,1.875483871,0.641711847,1.04835924,0.93627451,1.11627907,0.95955445,0.827705358,1.0161105,1.015075377,0.578947368,3.666666667,1.32,1,0,1.006559989,1.541817362,0.791666667,1.046814737,1.011111111
76,2.0,33.33,168.4375,1.0,2.763629643,1.164698571,1.058201058,1.142857143,1.015851038,1.221467057,1.167733269,1.145130316,2.128654971,0.489795918,1.865793781,0,1,0.970315919,1.163841777,1.355263158,0.895929365,0.99722569
77,4.333333333,50.0,163.6,1.778534459,2.974352463,1.60959651,1.784946237,1.95,1.02676092,1.245024876,1.278515586,1.051655251,1.543103448,0.93442623,1.385106383,1,0,1.000386729,0.953715052,1.164556962,0.893945781,1.009759358
78,0.304347826,33.33,152.0555556,1.488600091,1.467338249,0.684668192,0.6,0.585858586,0.999737022,0.768754627,0.667725588,0.964920711,1.0,0.262626263,0.870567376,0,1,1.019398914,1.061131839,1.034883721,0.91884018,1.0367623
79,1.0,100.0,157.7666667,1.09795479,0.662403628,0.992,1.161971831,0.956896552,0.955709739,1.089845739,1.123348102,0.878536206,0.38996139,1.142857143,0.428571429,1,0,1.010033039,1.050466098,0.965909091,1.119646244,1.008304836
80,1.0,0.0,152.0,0.013157895,0.371322938,0.871681416,0.836363636,1.117647059,0.875912144,0.985382017,1.024084691,0.960457213,0.365853659,0.375,0.369458128,1,0,0.992086056,0.915687046,0.615384615,0.924146292,0.944444444
81,1.0,0.0,138.0,0.00990099,-0.162303665,0.055555556,1.0,0.5,0.008293479,0.12,0.168873058,0.996155079,1.0,0.714285714,0.862068966,1,0,0.705069124,0.048619267,0.055555556,2.949547219,1.0
82,1.25,0.0,159.4375,1.0,4.392023567,1.295116773,1.103030303,3.326923077,1.16186449,1.048978523,1.01250898,0.979537603,0.897560976,0.877192982,0.894375857,0,1,1.068326556,1.238375918,1.666666667,1.001795726,1.001683502
83,0.75,0.0,133.3333333,0.662194702,1.171003717,0.873488372,0.836363636,1.111111111,0.952751478,0.942587182,0.971844539,1.019411396,2.133333333,0.428571429,1.3875,1,0,1.016883278,0.768361211,1.096153846,0.961997515,1.052339181
84,0.75,100.0,150.7,1.583764642,0.875168767,1.011363636,0.889867841,1.029411765,0.99494961,0.952503636,0.90737262,1.036611852,1.212765957,2.833333333,1.624338624,1,0,0.994167898,0.948681108,0.847328244,0.974762915,0.995059986
85,0.9375,0.0,150.2777778,0.483026316,0.333264582,1.298298906,1.312849162,1.026548673,1.011708053,1.070386934,0.885845856,1.024664879,1.074766355,1.814814815,1.132183908,1,0,0.968724826,0.709134592,0.543046358,1.052503582,0.990871428
86,0.529411765,60.0,160.625,1.778534459,1.456761992,1.054177546,1.165562914,1.084337349,0.987453408,0.849977105,0.880495023,0.917364991,0.608585859,2.486486486,0.718700475,1,0,1.047175913,1.345017155,1.308641975,0.98164746,1.055961601
87,1.5,100.0,136.25,1.012762078,1.138315739,1.668958743,1.89380531,2.333333333,1.257788705,1.103117904,1.059917394,0.971256108,0.669172932,1.695652174,0.775280899,1,0,1.042979696,1.279108601,0.913978495,0.944927252,0.986910541
88,0.4375,100.0,154.7333333,2.070280577,0.975383374,0.951880531,0.927835052,0.454545455,0.895287532,0.991983476,0.882525351,0.901630989,0.552845528,0.631578947,0.566292135,0,1,0.973475099,0.811658796,0.826923077,0.993715283,0.952
89,1.166666667,0.0,175.0,1.971162249,0.164780244,1.758762887,2.684210526,2.307692308,1.444414048,1.321087315,0.827181895,1.200751644,6.702702703,1.166666667,5.031446541,0,1,1.056938894,1.178794999,0.266666667,0.967215684,1.014577259
90,0.5,40.0,152.7857143,0.674190606,1.020669927,0.718151815,0.709876543,0.564356436,0.913147597,0.861656821,0.869812997,0.926673228,0.697368421,0.813559322,0.710679612,1,0,1.001448307,0.0,0.838383838,0.95830622,1.021993214
91,0.857142857,100.0,148.0,0.631406949,0.074235195,0.785478548,0.8,0.646153846,1.084821521,1.065340909,0.88035431,0.895085307,0.519713262,0.821428571,0.538633819,0,1,0.938472572,1.192321457,0.652173913,1.164446205,0.975903614
92,0.739130435,100.0,136.6,1.089732311,0.636335971,0.931266846,0.749090909,0.943089431,0.941426885,0.886171663,0.922152084,0.83357453,0.510018215,1.012820513,0.553521908,1,0,0.965237469,0.940034633,0.833333333,1.034358296,0.970510669
93,1.444444444,80.0,159.6666667,1.162790698,4.767148429,1.479166667,1.352459016,2.675675676,1.383908339,0.956268882,0.877782328,1.306923077,2.589430894,1.1875,2.38221709,1,0,1.003436526,0.0,2.416666667,0.93857215,1.012790698
94,9.0,0.0,130.4615385,1.324675325,21.47555556,2.820668693,3.8,2.47826087,1.090326768,1.414913193,1.632131339,1.091399556,7.133333333,1.166666667,3.461538462,1,0,1.031483371,0.9696139,1.869565217,0.854179765,0.966509988
95,1.333333333,100.0,148.1333333,0.562260683,0.826106343,0.824594257,1.086956522,0.482352941,0.989865034,1.075325892,1.067785187,0.801857585,0.237057221,1.125,0.28583691,1,0,0.999224506,0.825246368,0.9875,1.158421545,1.0
96,0.294117647,25.0,0.0,0.588167455,2.206642942,0.656609984,0.468599034,0.543478261,0.851653236,0.625318607,0.620282333,0.72588286,0.159448819,1.093023256,0.20931677,1,0,1.012956964,1.302148045,2.113207547,1.048036028,1.074468085
97,2.285714286,0.0,81.5,0.507314911,0.665514158,1.29491018,1.697674419,1.069767442,1.00448955,1.282307552,1.430154616,0.9759375,0.357142857,1.1,0.536144578,1,0,0.982208364,0.943497416,0.603174603,0.971704705,1.013486842
98,1.214285714,0.0,158.6923077,0.890488589,0.530832841,0.959572491,0.967346939,1.0,1.112744165,1.06557683,0.958183725,1.088182053,1.519313305,0.835820896,1.409363745,1,0,1.003192774,1.051162976,0.679389313,0.999645792,0.982249438
99,1.75,100.0,169.0,2.206483247,0.855799674,1.627118644,1.371257485,1.19047619,0.903128292,1.123076421,1.174675047,0.960942159,0.5625,0.675,0.590625,1,0,0.955098432,0.880093878,0.964705882,0.976613215,0.999052389
100,1.0,0.0,145.1818182,0.660537482,1.072474053,1.06996587,0.912280702,0.982758621,0.808211272,0.87658624,1.136468416,1.041027247,2.484848485,0.733333333,1.823899371,0,1,0.980964587,0.986557014,0.927272727,0.941672744,1.020917431
101,0.3125,0.0,141.5333333,1.0,1.804327551,0.77080891,0.538461538,0.964705882,0.947889378,0.613639355,0.617970429,0.99871918,1.0,0.909090909,0.95505618,0,1,1.020338817,1.126337474,2.071428571,1.087812238,0.982554759
102,0.882352941,0.0,162.3888889,0.877192982,0.872141129,0.937688442,0.896995708,0.544,1.001639036,0.919091864,0.750691565,1.005350605,1.112781955,0.779661017,1.036750484,1,0,0.978951778,0.867651215,0.718181818,0.955899189,1.009556481
103,0.888888889,100.0,145.625,1.681030552,1.489591023,0.889119171,0.907407407,0.955357143,1.013417236,0.826886505,0.945232699,0.998883929,1.261538462,0.3375,0.992727273,1,0,0.993815195,0.0,1.342857143,0.947639501,1.012416759
104,0.333333333,0.0,167.5714286,0.447196422,0.016636376,0.186466165,0.076923077,0.114285714,0.800110217,0.844709898,0.452994391,0.774774775,0.166666667,0.519230769,0.197635135,0,1,0.804491254,1.062827285,0.113924051,0.972045737,0.946808511
105,0.666666667,0.0,168.75,1.280196078,1.032477889,0.769326683,0.64,0.707317073,0.899364287,0.892754117,0.841883725,0.917763158,0.582142857,1.333333333,0.645969499,0,1,0.989120486,0.909129357,1.231884058,1.134717135,0.986917844
106,0.214285714,50.0,168.1153846,0.75853906,0.202554579,0.569043031,0.716129032,0.368421053,1.009189636,0.894789644,0.782284533,0.813370474,0.292929293,1.418604651,0.368916797,0,1,1.027993737,1.116104303,0.445544554,1.085458362,1.011111111
107,0.636363636,0.0,142.2333333,67.67,0.976624189,0.834285714,0.689839572,1.084337349,1.011477834,0.783834609,1.156723568,1.009649405,1.0,2.0,1.4,1,0,0.983611669,0.0,1.020408163,1.050297179,0.99216182
108,2.25,100.0,152.5,1.277287406,0.844752904,1.386509636,1.36,1.270833333,0.96700996,1.242294876,1.274822869,1.182044888,7.6,0.880952381,4.356321839,1,0,0.965138325,1.060578562,1.03125,0.992957527,0.961090401
109,0.8,0.0,155.6,0.685802469,0.791252847,0.71065033,0.816091954,0.931818182,1.057019883,1.001994421,0.997162955,0.957622131,0.461538462,1.461538462,0.604395604,1,0,1.019729894,1.009706675,0.845070423,0.98325183,0.945236309
110,0.625,0.0,121.0666667,0.019607843,0.102189781,0.536728697,0.574257426,0.372881356,0.821590569,1.146488147,1.270580438,0.992973491,1.0,0.576923077,0.773195876,1,0,1.00483321,0.581266141,0.169491525,1.204176479,1.0
111,1.0,0.0,166.0833333,1.38926723,1.190393267,0.63625731,0.775147929,0.782608696,1.08800134,0.987964406,1.025425915,0.989956958,0.864,1.210526316,0.922394678,1,0,1.000313543,1.050326419,0.797619048,0.913754957,0.988095238
112,1.0625,50.0,183.3333333,0.754385965,1.508712181,0.975531915,1.009661836,0.645669291,0.879829561,0.964503318,1.043516957,0.999714693,1.225225225,0.449275362,0.997876858,1,0,0.97368318,0.872195966,1.189473684,0.976231019,0.967003106
