bowler_id,runs,wicket_count,balls_bowled,economy,maiden,dots,Fours,Sixes,wides,noballs
238727.0,13,0,7,16.5,0,0.0,2,0,0,0
239931.0,131,4,84,9.3525,0,31.0,12,6,5,0
248968.0,16,0,12,8.0,0,1.0,1,0,0,0
251509.0,32,5,60,3.3333333333333335,1,43.0,1,2,1,0
270262.0,366,15,247,9.55,0,71.0,21,19,5,0
280587.0,200,13,188,6.3625,0,100.0,13,11,3,2
284339.0,1663,83,1457,6.9035820895522395,5,541.0,85,74,32,1
290051.0,513,18,474,7.544117647058823,2,200.0,34,21,7,1
293901.0,96,0,69,8.26,0,20.0,7,3,2,0
298486.0,187,4,132,8.583333333333334,0,42.0,9,10,5,0
298612.0,362,14,332,7.3653571428571425,1,128.0,25,9,5,3
302868.0,404,7,283,8.583846153846155,0,102.0,39,13,8,1
305143.0,1576,68,1098,8.733061224489797,4,464.0,150,63,68,13
305808.0,18,0,12,9.0,0,4.0,0,2,0,0
309056.0,48,1,36,8.666666666666666,0,13.0,3,3,0,0
316441.0,144,9,138,6.153333333333333,1,60.0,16,1,1,0
319948.0,37,1,24,9.25,0,10.0,3,2,1,0
325779.0,176,5,126,8.583333333333334,0,40.0,10,7,4,0
325814.0,33,2,30,6.75,0,10.0,1,1,1,0
328607.0,466,24,478,5.98590909090909,1,195.0,18,19,1,0
332457.0,98,4,64,8.979999999999999,0,24.0,9,4,4,1
334963.0,1441,67,1098,8.139354838709677,0,347.0,88,59,26,1
347346.0,339,9,218,9.564615384615385,0,80.0,41,8,9,1
348361.0,137,5,108,8.425555555555555,0,50.0,12,6,6,0
351448.0,61,3,42,9.0,0,12.0,4,2,4,0
360086.0,1925,89,1402,8.380461538461539,0,448.0,138,63,121,4
362487.0,265,7,165,9.732000000000001,0,59.0,25,11,11,1
363173.0,125,3,104,7.848181818181818,0,34.0,6,4,9,0
366351.0,18,3,27,4.15,1,17.0,1,1,0,0
370397.0,704,29,478,8.855909090909092,1,193.0,57,36,33,0
371825.0,17,0,7,11.0,0,1.0,2,1,0,0
387778.0,534,15,328,10.601199999999999,0,96.0,38,24,17,8
391103.0,272,8,240,7.713333333333334,0,79.0,19,4,5,0
391271.0,152,5,101,8.841666666666667,0,24.0,14,4,3,0
392062.0,274,8,189,8.503333333333332,0,68.0,20,15,5,0
392188.0,225,9,186,7.657894736842105,0,69.0,13,11,4,0
392391.0,7,1,5,8.4,0,3.0,0,1,0,0
392419.0,114,5,126,5.666666666666667,1,64.0,13,1,1,0
392888.0,179,12,114,9.451666666666666,0,35.0,11,10,3,1
393014.0,1520,70,1424,6.396461538461538,5,594.0,93,62,21,3
393182.0,224,8,168,8.477272727272727,0,53.0,22,5,6,1
393889.0,153,10,162,5.654285714285714,0,78.0,14,1,8,0
1460612.0,22,2,25,5.23,1,13.0,0,2,0,0
1471994.0,806,36,507,9.776785714285714,1,176.0,84,32,17,3
1482249.0,1552,55,1209,7.932096774193549,0,356.0,86,63,11,6
1482998.0,1413,51,1090,8.480175438596492,1,367.0,99,58,16,1
1489186.0,29,0,12,14.5,0,1.0,6,0,0,0
1495731.0,777,30,666,7.370645161290323,1,240.0,48,28,17,0
1499868.0,14,1,12,7.0,0,5.0,2,0,0,0
1504831.0,99,2,60,10.14,0,21.0,11,3,0,1
1506077.0,428,18,348,7.565263157894737,0,150.0,47,10,8,0
1539208.0,21,0,12,10.5,0,3.0,0,2,0,0
1547993.0,1737,70,1287,8.446164383561644,3,429.0,133,66,35,1
1565507.0,99,0,60,9.89,0,19.0,13,3,0,0
1585464.0,601,23,458,7.876190476190477,0,176.0,59,16,20,0
1593997.0,121,5,72,10.083333333333334,0,26.0,18,2,2,3
1594319.0,1829,77,1669,6.74948717948718,4,709.0,144,60,34,0
1599023.0,49,1,42,7.166666666666667,0,22.0,5,2,2,0
1604588.0,192,8,137,8.3,0,43.0,14,8,6,0
1612610.0,453,10,299,9.623333333333333,0,71.0,28,19,5,2
1613919.0,2500,107,2398,6.286095238095238,6,1002.0,148,89,40,6
1613926.0,561,18,422,8.774615384615384,0,116.0,38,15,29,2
1614164.0,69,1,60,7.196666666666666,0,22.0,9,0,1,0
1616040.0,224,11,182,8.018888888888888,0,73.0,10,12,8,1
1626057.0,185,5,174,6.814444444444444,2,70.0,10,8,2,0
1626526.0,10,0,6,10.0,0,0.0,1,0,0,0
1626540.0,71,0,42,10.5,0,6.0,5,3,1,0
1626561.0,1574,74,1165,8.141568627450981,2,489.0,148,65,43,2
1627058.0,46,1,42,6.25,0,17.0,4,1,2,0
1627450.0,367,15,222,9.298333333333334,0,67.0,36,17,5,1
1632819.0,117,9,114,6.05,0,41.0,11,1,0,0
1634611.0,808,28,550,9.155,0,198.0,74,37,9,1
1636004.0,82,1,48,10.25,0,15.0,8,3,3,1
1636627.0,147,3,102,9.59375,1,27.0,7,8,2,0
1637341.0,135,10,162,5.25,0,84.0,7,5,1,0
1642738.0,1186,41,959,7.771428571428571,1,328.0,70,54,13,2
1657466.0,433,17,344,7.765625,5,154.0,50,9,10,2
1660406.0,277,12,258,6.7425,1,109.0,20,11,0,0
1663920.0,2,1,6,2.0,0,4.0,0,0,0,0
1670297.0,100,1,54,12.25,0,20.0,13,3,3,3
1684276.0,1061,40,891,7.133249999999999,3,320.0,61,43,15,0
1707621.0,7,0,6,7.0,0,3.0,1,0,0,0
1707628.0,667,34,532,7.920714285714285,1,159.0,60,15,8,0
1711492.0,2131,92,1699,7.641898734177215,6,603.0,125,97,17,1
1718443.0,195,7,156,8.065555555555555,0,52.0,12,7,4,0
1730658.0,885,34,684,7.9079411764705885,1,292.0,76,37,20,1
1742453.0,4,2,6,4.0,0,3.0,0,0,1,0
1762060.0,184,3,116,10.39,0,40.0,15,9,1,2
1829491.0,710,32,552,7.830000000000001,1,192.0,60,21,15,4
1858961.0,1506,49,1065,8.640588235294118,4,424.0,160,56,20,6
1872198.0,91,6,93,7.346666666666667,0,43.0,5,3,0,0
1874081.0,785,31,713,6.953823529411765,4,295.0,47,32,16,1
1881193.0,431,21,378,7.100499999999999,0,140.0,28,15,5,0
1884973.0,62,1,66,7.3,0,27.0,2,3,0,0
1885337.0,104,1,72,9.4375,0,20.0,7,5,0,2
1890958.0,24,0,12,12.0,0,1.0,3,0,1,1
1893401.0,307,18,240,7.931818181818182,0,104.0,29,14,1,0
1905847.0,1499,68,1032,8.716666666666667,3,370.0,144,56,28,2
1905966.0,139,3,96,8.748000000000001,0,23.0,11,3,1,0
1906708.0,291,6,168,10.59375,1,59.0,29,12,6,2
1907163.0,545,28,394,8.74392857142857,2,144.0,48,19,21,0
1907268.0,188,3,114,10.928571428571429,0,36.0,10,10,10,1
1907352.0,1414,71,1145,7.517037037037038,3,507.0,144,42,32,6
1916557.0,118,3,82,9.7375,0,25.0,7,5,6,0
1924460.0,162,6,150,6.904285714285714,1,69.0,10,8,1,1
1929619.0,716,33,481,8.912608695652175,0,178.0,71,28,12,1
1934099.0,2194,95,1375,9.85,2,464.0,198,100,63,6
1937914.0,161,6,96,10.75,0,27.0,13,8,0,0
1940672.0,176,4,174,6.49,0,79.0,13,5,3,0
1943647.0,28,2,30,8.286666666666667,1,15.0,3,0,0,0
1945390.0,28,0,16,10.4,0,3.0,1,2,0,0
1945397.0,1747,69,1373,7.679833333333334,5,617.0,186,51,51,1
1945698.0,194,3,157,7.3,0,71.0,15,8,7,0
1956828.0,288,14,210,8.567,0,86.0,24,14,6,1
1956877.0,161,10,113,8.606,0,43.0,19,4,4,1
1959047.0,101,2,90,6.375,0,31.0,11,0,4,0
1963443.0,376,15,388,6.1375,1,159.0,22,11,7,0
1965158.0,27,1,18,9.0,0,7.0,5,0,0,0
2018001.0,1366,67,1051,7.993404255319149,4,494.0,131,61,27,8
2020332.0,42,1,30,8.875,0,7.0,2,1,2,0
2022957.0,2742,99,1964,8.499479166666667,5,687.0,248,86,78,11
2034479.0,109,7,120,6.276666666666666,3,64.0,8,4,2,0
2035102.0,496,28,396,7.805238095238095,1,166.0,49,16,13,0
2036649.0,1381,61,1138,7.318333333333333,6,533.0,133,43,77,2
2051230.0,63,2,51,7.325,0,27.0,7,1,6,2
2073175.0,116,4,102,7.3,0,34.0,9,0,2,0
2073196.0,25,0,18,8.33,0,7.0,4,0,0,0
2082352.0,17,2,18,5.67,0,9.0,0,1,1,0
2082387.0,765,30,531,8.6176,2,213.0,77,26,11,5
2082394.0,44,0,29,9.559999999999999,0,9.0,3,2,0,0
2083080.0,241,5,168,9.134,0,39.0,18,7,9,0
2083094.0,27,2,24,6.75,0,9.0,2,0,2,0
2083157.0,640,20,414,9.348636363636363,0,121.0,53,24,16,6
2083227.0,33,0,24,9.5,0,7.0,1,2,1,0
2083395.0,323,7,234,8.406666666666666,1,63.0,22,11,1,0
2087700.0,103,0,60,10.5425,0,20.0,11,4,1,2
2097017.0,904,34,735,8.132826086956522,1,263.0,57,31,25,5
2104339.0,102,5,96,7.05,0,43.0,4,6,2,0
2104346.0,343,19,244,8.549166666666666,0,103.0,41,13,1,1
2104416.0,18,0,8,19.0,0,3.0,1,2,0,0
2111549.0,317,7,197,9.64857142857143,0,57.0,33,10,9,2
2124002.0,206,4,168,7.606111111111111,0,48.0,15,4,3,0
2124569.0,270,9,198,9.224615384615385,0,65.0,20,9,10,0
2125696.0,173,4,128,8.4125,0,37.0,17,3,4,0
2133158.0,10,0,6,10.0,0,1.0,0,1,0,0
2154669.0,277,12,216,7.858,0,74.0,22,8,8,0
2154732.0,11,0,6,11.0,0,0.0,1,0,0,0
2157770.0,1651,82,1262,7.884179104477612,6,529.0,159,55,43,6
2158869.0,310,13,246,8.334736842105263,0,88.0,28,10,0,0
2158883.0,13,0,12,6.5,0,6.0,2,0,0,0
2158939.0,88,2,54,9.966,0,19.0,10,2,5,0
2159093.0,55,2,42,7.890000000000001,0,11.0,4,1,0,0
2159562.0,15,0,10,9.0,0,1.0,2,0,0,0
2159618.0,242,10,232,6.272,1,104.0,8,15,2,0
2160864.0,23,1,24,6.835,0,15.0,2,1,1,0
2161599.0,721,14,470,10.156764705882352,0,125.0,43,37,9,2
2170762.0,1225,48,947,8.181304347826087,1,286.0,78,49,10,0
2173646.0,510,15,354,8.71809523809524,0,95.0,38,19,4,0
2173688.0,1065,41,800,7.916153846153847,0,330.0,91,41,28,8
2176719.0,118,4,96,7.65,0,37.0,8,4,6,0
2178119.0,466,20,337,8.953181818181818,0,122.0,36,17,21,5
2180002.0,57,3,66,5.14,0,36.0,7,1,1,0
2181157.0,630,24,445,8.558947368421054,0,203.0,54,27,28,3
2203214.0,26,1,18,8.67,0,2.0,3,0,0,0
2204950.0,56,1,42,8.085,0,12.0,3,2,1,0
2209171.0,93,2,66,8.98,0,25.0,8,4,4,0
2209374.0,133,1,103,7.768000000000001,0,35.0,17,1,1,0
2214239.0,62,1,48,7.75,0,17.0,4,3,1,0
2214554.0,208,8,150,8.404285714285715,1,52.0,19,7,4,2
2218376.0,76,2,78,6.355,1,32.0,7,1,3,0
2220777.0,225,2,143,9.461666666666666,0,49.0,23,9,6,2
2224263.0,116,2,84,8.3325,0,37.0,13,4,3,0
2231928.0,3,1,6,3.0,0,5.0,0,0,2,0
2236086.0,273,10,190,8.63375,0,66.0,22,11,6,0
2259683.0,55,2,24,15.833333333333334,0,5.0,3,4,1,1
2259739.0,266,11,198,8.327692307692308,2,71.0,15,11,14,0
2270519.0,633,30,385,11.32421052631579,1,142.0,57,32,15,7
2275097.0,680,25,427,10.133783783783784,0,131.0,48,31,23,2
2275195.0,1142,36,867,8.196515151515152,1,276.0,69,53,19,2
2282125.0,1865,76,1501,7.384714285714285,9,692.0,187,57,67,2
2282132.0,816,39,607,7.932222222222223,3,259.0,87,32,7,1
2286388.0,290,17,246,7.143636363636364,0,76.0,13,12,1,0
2286458.0,32,2,24,8.0,0,8.0,3,1,1,0
2288789.0,691,38,533,8.480645161290322,0,193.0,51,27,27,0
2288824.0,302,18,244,7.521666666666667,0,91.0,26,8,8,0
2294823.0,1355,60,942,8.644130434782609,0,319.0,105,54,62,2
2295642.0,336,17,209,9.716153846153846,0,74.0,34,15,7,0
2296195.0,933,33,642,8.638787878787879,0,236.0,100,27,26,3
2300766.0,11,0,12,5.5,0,4.0,1,0,0,0
2311574.0,254,7,234,6.839230769230769,0,88.0,13,10,4,0
2316327.0,1953,78,1560,7.5818055555555555,3,646.0,182,56,79,5
2319638.0,59,2,48,6.9175,0,14.0,2,3,0,0
2322998.0,168,4,124,8.358,0,39.0,12,6,4,0
2330873.0,27,1,23,7.04,0,9.0,0,2,0,0
2331034.0,65,5,56,8.083333333333334,0,25.0,5,2,5,0
2336473.0,103,6,90,7.409090909090909,0,25.0,8,1,0,0
2336487.0,691,18,393,11.764285714285714,2,118.0,63,33,10,1
2337117.0,292,6,192,9.055555555555555,0,58.0,22,11,8,0
2340393.0,41,1,24,10.5,0,6.0,6,0,2,0
2340729.0,100,2,90,6.965999999999999,0,24.0,5,2,1,0
2373678.0,45,0,24,11.25,0,7.0,6,1,3,0
2385991.0,12,0,9,8.0,0,3.0,2,0,0,0
2412073.0,207,3,130,9.463750000000001,0,40.0,13,14,0,0
2420760.0,29,1,30,7.223333333333334,0,13.0,2,1,0,0
2420788.0,281,14,252,7.745,1,112.0,22,9,9,0
2433640.0,273,8,163,10.942,0,37.0,25,9,6,2
2436251.0,314,11,237,8.828823529411764,0,78.0,19,13,7,0
2436272.0,97,2,60,10.35,0,24.0,13,3,4,0
2436356.0,945,41,887,6.988139534883721,4,388.0,65,40,17,0
2436405.0,420,13,358,7.3259375,1,180.0,44,11,22,1
2436426.0,975,34,717,8.055757575757575,2,277.0,87,32,33,3
2436776.0,845,35,644,8.301612903225807,0,263.0,80,22,36,7
2436944.0,23,0,24,5.75,0,7.0,1,0,0,0
2437049.0,300,9,240,7.372307692307692,0,89.0,23,14,2,0
2437077.0,966,35,666,9.349090909090908,0,232.0,71,48,13,4
2437091.0,301,6,203,9.114545454545455,0,68.0,21,15,10,0
2450895.0,563,17,413,8.647083333333333,0,101.0,36,14,13,1
2454416.0,33,1,18,11.0,0,6.0,1,3,0,0
2457531.0,31,0,22,8.45,0,6.0,3,1,0,1
2461129.0,499,32,385,7.921764705882352,1,173.0,47,21,10,1
2464349.0,202,9,163,7.865555555555555,1,66.0,20,6,6,0
2486896.0,1723,72,1172,9.496025641025641,0,402.0,151,70,50,3
2517556.0,63,4,54,7.859999999999999,0,22.0,4,3,0,0
2518235.0,28,0,18,9.33,0,4.0,4,0,0,0
2523205.0,77,2,42,11.083333333333334,0,12.0,5,5,0,0
2526390.0,108,1,79,8.001999999999999,0,35.0,9,6,4,0
2531913.0,83,1,60,9.666,0,21.0,12,1,0,0
2535420.0,1284,49,854,9.353968253968253,1,252.0,118,44,18,8
2537800.0,658,24,454,8.640476190476189,0,162.0,65,23,17,2
2538983.0,1370,58,967,8.719130434782608,4,389.0,133,55,21,5
2550414.0,781,43,630,7.453703703703703,0,247.0,67,26,13,4
2590293.0,450,21,368,7.3931249999999995,2,139.0,29,17,3,0
2593758.0,114,6,63,11.229999999999999,0,26.0,17,4,0,0
2625895.0,429,18,325,8.66,2,153.0,45,15,24,0
2630081.0,377,18,225,10.041666666666666,0,82.0,34,20,16,1
2632727.0,208,5,172,7.08,1,80.0,21,8,4,1
2632825.0,699,24,564,7.62,2,266.0,72,26,18,5
2633196.0,645,28,447,8.63391304347826,1,177.0,56,27,20,2
2634281.0,118,3,108,6.35,0,48.0,12,2,2,0
2635247.0,109,4,72,9.5,0,23.0,11,3,2,0
2642751.0,120,3,84,9.26142857142857,1,23.0,9,5,2,0
2649485.0,153,9,156,6.0,0,52.0,4,5,2,0
2654021.0,296,9,229,7.768000000000001,0,93.0,31,8,11,0
2654028.0,1993,107,1656,7.612948717948718,1,618.0,99,95,61,0
2654686.0,32,1,30,6.415,0,12.0,3,0,0,0
2656541.0,1855,85,1523,7.390147058823529,1,529.0,126,72,18,1
2658431.0,846,24,632,8.334999999999999,1,198.0,78,23,7,0
2658445.0,765,29,496,9.51375,1,174.0,69,30,13,14
2659166.0,42,1,30,8.5,0,12.0,2,3,0,1
2659222.0,640,35,480,8.104782608695652,2,196.0,59,22,20,6
2659502.0,503,21,408,7.439444444444444,1,166.0,54,14,5,3
2666705.0,545,19,414,8.171000000000001,1,129.0,32,23,7,1
2666831.0,65,0,42,8.943333333333333,0,9.0,3,4,1,0
2667027.0,173,5,118,9.967777777777778,0,36.0,11,10,0,1
2667244.0,12,0,12,6.0,0,4.0,1,0,0,0
2669316.0,283,6,258,7.078823529411765,0,80.0,19,5,1,0
2672214.0,826,36,535,9.62575,0,150.0,72,27,22,5
2690498.0,366,13,294,7.890625,0,111.0,27,13,10,2
2691639.0,8,0,6,8.0,0,0.0,0,0,0,0
2691688.0,706,37,606,7.433928571428572,0,249.0,55,18,31,7
2695468.0,105,8,96,6.5625,1,45.0,9,4,1,0
2701579.0,14,1,18,4.67,0,10.0,1,0,1,0
2721480.0,37,0,24,9.25,0,7.0,4,1,0,0
2727304.0,43,4,72,3.5833333333333335,0,40.0,2,1,0,0
2733380.0,1686,81,1176,8.582181818181818,4,429.0,128,78,53,14
2733401.0,851,39,662,7.889655172413794,2,247.0,75,31,20,0
2733842.0,125,4,78,10.27,0,25.0,6,8,5,1
2740408.0,2462,96,1711,8.660886075949367,3,635.0,203,107,83,5
2741997.0,16,0,12,8.0,0,4.0,2,0,2,0
2742837.0,678,21,535,7.67125,2,216.0,52,32,17,2
2750628.0,199,5,108,11.375,0,31.0,17,9,14,2
2752966.0,957,42,652,8.83,3,211.0,82,38,10,11
2753036.0,360,20,318,6.910714285714286,0,100.0,24,9,2,0
2765412.0,334,15,217,9.714,0,87.0,37,14,7,0
2789086.0,17,2,24,4.0,0,8.0,0,0,0,0
2789604.0,123,12,119,6.2219999999999995,1,60.0,15,3,0,0
2789646.0,31,1,18,10.33,0,6.0,1,3,0,0
2790675.0,1414,66,958,9.229591836734693,2,366.0,133,61,22,11
2794826.0,181,3,120,9.945,0,46.0,16,8,7,1
2807412.0,145,1,108,8.3,0,39.0,8,10,1,0
2810772.0,25,1,12,12.5,0,3.0,5,0,0,0
2810793.0,137,6,111,8.404285714285715,2,48.0,15,2,6,1
2814993.0,24,0,12,12.0,0,5.0,3,1,1,0
2815728.0,159,3,125,7.62,0,48.0,17,5,2,0
2820957.0,182,9,156,8.666666666666666,1,74.0,14,8,4,0
2827327.0,1505,48,1023,9.779459459459458,0,296.0,102,68,23,1
2850868.0,845,42,549,9.248928571428573,0,191.0,70,39,19,5
2855138.0,853,39,584,9.069032258064516,2,208.0,76,31,23,6
2858904.0,42,0,18,14.0,0,2.0,2,3,1,0
2872225.0,225,5,156,8.75,0,33.0,22,3,3,0
2875354.0,78,5,48,9.75,0,19.0,7,5,2,0
2875389.0,79,1,54,10.083333333333334,0,19.0,9,2,4,0
2898769.0,68,1,30,14.666666666666666,0,12.0,5,7,0,0
2904775.0,200,9,150,9.073333333333332,0,58.0,6,14,1,0
2904796.0,27,2,24,6.75,0,11.0,2,0,1,0
2904803.0,374,12,276,8.34142857142857,0,103.0,27,16,13,3
2904824.0,19,1,12,9.5,0,4.0,3,0,1,0
2904943.0,1000,48,619,9.820322580645161,0,209.0,87,46,28,5
2921680.0,420,14,354,8.258947368421053,0,117.0,21,19,6,0
2943002.0,15,0,12,7.5,0,6.0,3,0,0,0
2943443.0,241,18,292,5.6450000000000005,1,146.0,7,9,4,0
2943457.0,79,4,90,5.607142857142857,0,39.0,3,2,0,0
2944514.0,23,0,18,7.67,0,8.0,3,0,2,0
2956407.0,61,4,60,6.4575,0,25.0,5,1,3,0
2958164.0,12,0,6,12.0,0,1.0,2,0,0,0
2960957.0,154,8,126,8.083333333333334,0,43.0,7,7,7,0
2964583.0,22,1,24,5.5,0,15.0,2,1,0,0
2966879.0,588,13,433,8.347666666666667,1,123.0,35,29,9,0
2966907.0,55,1,36,10.056666666666667,0,8.0,6,1,2,0
2969455.0,31,0,13,14.31,0,3.0,5,1,1,0
2969546.0,49,1,30,10.75,0,11.0,3,4,0,0
2970652.0,426,19,372,7.631578947368421,1,153.0,27,21,4,0
2979486.0,507,23,453,6.8295,2,205.0,47,14,15,1
2980515.0,17,2,24,4.25,1,13.0,2,0,0,0
2981621.0,75,3,48,9.583333333333334,0,8.0,3,4,1,0
2998575.0,11,1,12,5.5,0,6.0,1,0,0,0
3003867.0,469,13,293,9.442857142857141,0,91.0,40,21,4,0
3008179.0,222,9,190,7.081111111111111,0,62.0,12,7,3,1
3009215.0,194,2,150,8.782307692307693,0,56.0,16,7,6,0
3009334.0,15,0,6,15.0,0,2.0,0,2,0,0
3009880.0,336,12,286,7.050833333333333,0,131.0,36,8,9,1
3011735.0,1968,89,1532,7.799285714285715,4,551.0,121,97,42,0
3013415.0,111,5,90,7.5,0,27.0,10,2,4,0
3018504.0,54,2,36,8.25,1,16.0,8,1,2,1
3023327.0,106,1,66,11.145,0,28.0,5,10,0,0
3023383.0,204,7,132,9.666666666666666,0,39.0,13,11,7,0
3029494.0,89,4,70,8.73857142857143,0,20.0,7,3,0,0
3030733.0,1176,59,922,8.23195652173913,1,316.0,77,46,18,3
3033883.0,126,2,120,6.3,0,52.0,13,3,1,0
3035311.0,306,10,186,10.518888888888888,0,55.0,24,18,4,0
3041016.0,314,9,185,11.360833333333334,0,72.0,36,11,9,3
3056752.0,248,10,176,9.271999999999998,0,46.0,17,10,7,0
3057256.0,161,9,138,6.631428571428572,0,61.0,15,4,4,0
3061225.0,477,16,315,8.960645161290321,0,101.0,41,15,23,1
3062079.0,434,20,412,6.5295000000000005,0,162.0,23,14,7,0
3062555.0,418,11,378,6.681176470588235,0,147.0,37,6,13,0
3068547.0,676,15,509,7.9452173913043485,1,196.0,68,22,14,3
3069954.0,117,4,89,8.37875,0,26.0,5,4,5,0
3079677.0,475,20,350,8.15125,1,140.0,44,17,17,0
3081147.0,212,11,174,7.8,0,86.0,20,8,10,3
3083653.0,92,2,50,10.763333333333334,0,16.0,13,1,2,0
3083667.0,1214,58,925,7.907333333333333,1,378.0,115,35,68,3
3083674.0,104,4,72,8.666666666666666,0,24.0,8,4,4,0
3102854.0,511,18,408,8.025652173913043,0,148.0,34,20,15,1
3108958.0,105,3,66,10.5,0,24.0,11,5,3,0
3125849.0,350,13,240,8.75,0,96.0,38,12,2,0
3127683.0,80,3,56,8.483333333333333,0,21.0,6,4,3,0
3130840.0,1000,37,707,8.628787878787879,3,285.0,114,32,29,0
3132086.0,109,2,96,6.8125,0,36.0,11,2,2,0
3133122.0,358,13,324,6.838235294117647,0,138.0,29,12,7,0
3137714.0,192,4,120,10.035714285714286,0,36.0,19,7,5,0
3150538.0,339,17,241,8.485384615384616,0,93.0,23,18,12,3
3150720.0,316,11,178,10.503333333333332,1,56.0,24,16,22,1
3156033.0,1386,56,1076,7.840377358490566,4,488.0,141,45,41,10
3156180.0,90,2,60,9.625,0,22.0,9,2,9,1
3162487.0,977,31,672,9.572105263157894,1,267.0,88,47,16,2
3164321.0,65,3,54,8.11,0,15.0,3,3,0,0
3172952.0,29,3,24,7.25,0,9.0,3,0,0,0
3188254.0,47,0,42,7.085,0,14.0,2,2,1,0
3188681.0,60,5,48,7.5,0,22.0,6,3,0,0
3200756.0,1570,73,1109,8.672500000000001,3,393.0,163,44,47,2
3200966.0,392,15,279,8.724615384615385,0,113.0,39,11,16,8
3212278.0,365,10,246,9.345384615384615,0,63.0,28,16,2,0
3212292.0,402,10,288,8.378461538461538,1,111.0,51,6,13,2
3214812.0,1727,82,1196,8.918103448275861,2,464.0,171,62,64,8
3216569.0,1942,99,1387,8.46409090909091,2,531.0,189,62,49,11
3218340.0,933,38,685,8.674473684210525,0,225.0,76,22,26,7
3231437.0,1323,62,995,8.158936170212767,1,426.0,135,43,34,5
3245689.0,1400,55,1053,8.106153846153846,0,314.0,97,55,24,0
3248783.0,18,0,4,27.0,0,1.0,0,3,0,0
3252395.0,878,42,665,8.203529411764706,2,314.0,94,39,11,1
3257302.0,4,0,6,4.0,0,3.0,0,0,0,0
3260564.0,393,17,355,6.9088,3,117.0,30,6,0,0
3280024.0,105,3,67,9.423333333333334,0,23.0,6,5,6,0
3293520.0,37,0,12,18.5,0,0.0,3,3,0,0
3295277.0,99,2,62,9.716,0,17.0,8,4,1,0
3295452.0,61,2,36,10.17,0,17.0,5,4,4,0
3296264.0,22,2,24,5.5,0,13.0,1,1,1,0
3296271.0,26,0,18,8.67,0,7.0,1,2,0,0
3298427.0,430,22,360,7.132272727272727,0,104.0,21,17,4,0
3299407.0,966,28,799,8.060243902439025,0,276.0,65,33,27,2
3312350.0,647,29,449,9.039090909090909,1,176.0,62,23,15,5
3312364.0,344,10,210,10.785714285714286,0,76.0,26,17,7,2
3326980.0,1312,47,834,9.763095238095238,2,296.0,128,50,55,4
3330725.0,56,1,39,8.8,0,18.0,7,2,1,0
3339160.0,124,3,82,8.7475,0,32.0,11,6,6,0
3339510.0,127,7,138,5.72875,0,62.0,9,4,2,0
